암호화요양기호,주소
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQwMyQzNjEyMjIjODEjJDEjJDIjJDgz,"경기도 성남시 수정구 위례광장로 328, 우성위례타워 201~204호 (창곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ4MiQzNjEwMDIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 분당내곡로 159, A동 2층 3층 (삼평동, 판교역KCC웰츠타워)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ5OSQ0NjE0ODEjNjEjJDEjJDgjJDgz,"경기도 성남시 중원구 산성대로 530, 7층 (은행동, 경록빌딩)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,"경기도 성남시 분당구 황새울로360번길 21, 405호,406호 (서현동, 분당서현신영팰리스타워)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ5OSQzNjE0ODEjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 야탑로81번길 10, 분당아미고타워 209.210호 (야탑동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ2MiQzNjEyMjIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 성남대로 45, 3층 일부호 (구미동, SM빌딩)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQzIyQ4MiQyNjEyMjIjNTEjJDEjJDIjJDgz,"경기도 성남시 수정구 위례광장로 310, B동 3층 303호 (창곡동, 우성트램타워)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQwMyQyNjEyMjIjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 성남대로 345, 405호,406호 (정자동, 정자역프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ5IyQ5MiQyNjE0ODEjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 황새울로 353, 6층 (서현동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzUxIyQxIyQ1IyQ5MiQyNjE0ODEjNzEjJDEjJDgjJDgz,"경기도 성남시 중원구 금빛로 43, 5층 501,502,505호 (금광동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ4OSQ0NjEwMDIjNTEjJDEjJDYjJDgz,"경기도 성남시 분당구 성남대로 912, 201,202호 (야탑동, 분당BYC빌딩)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzUxIyQyIyQ1IyQwMCQ0NjEwMDIjNTEjJDEjJDYjJDgz,"경기도 성남시 수정구 수정로 190, 3층 (신흥동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzMxIyQxIyQ3IyQxMyQzNjE0ODEjNjEjJDEjJDAjJDgz,"경기도 성남시 수정구 수정로 341, 상가2동 4층 401호 (신흥동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzIxIyQxIyQ1IyQ5OSQyNjEwMDIjNjEjJDEjJDQjJDgz,"경기도 성남시 수정구 수정로 162, 5층 (신흥동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjEyMjIjNjEjJDEjJDQjJDgz,"경기도 성남시 수정구 수정로 291, 상가 1동 3층 301호 (신흥동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjE4MzIjNTEjJDEjJDYjJDgz,"경기도 성남시 수정구 수정로 341, 상가2동 3층 303,304호 (신흥동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQ5IyQxMyQzNjEyMjIjODEjJDEjJDYjJDgz,"경기도 성남시 수정구 수정로 200, 3층 (신흥동)"
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzUxIyQxIyQ1IyQ4MiQzNjEyMjIjNjEjJDEjJDgjJDgz,"경기도 성남시 수정구 수정로 94-1, 2층 (수진동, 다정빌딩)"
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzExIyQxIyQ3IyQ5MiQyNjE0ODEjNTEjJDEjJDYjJDgz,"경기도 성남시 수정구 수정로 341, 상가2동 3층 305호 (신흥동)"
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzIxIyQxIyQxIyQ5MiQ0NjEwMDIjNTEjJDEjJDYjJDgz,"경기도 성남시 수정구 수정로 52, (수진동)"
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzMxIyQxIyQ3IyQwMyQzNjE0ODEjNjEjJDEjJDQjJDgz,"경기도 성남시 수정구 수정로 95, (태평동, 2층)"
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzUxIyQxIyQ1IyQ4OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,"경기도 성남시 수정구 수정로 144, (수진동, 2층)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzExIyQxIyQ3IyQ2MiQyNjE0ODEjNjEjJDEjJDAjJDgz,"경기도 성남시 수정구 수정로 69, 대명빌딩 5층 (태평동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ3OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 돌마로 52, 401호 (구미동, MD프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 분당로53번길 9, 3층 302호 (서현동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzQxIyQyIyQ3IyQwMCQyNjE4MzIjNDEjJDEjJDgjJDgz,"경기도 성남시 수정구 수정로 144, 3층 (수진동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQ4MiQ0NjEwMDIjODEjJDEjJDYjJDgz,"경기도 성남시 분당구 성남대로 926, 501호 502호 (야탑동, 메트로빌딩)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQ1IyQ3OSQyNjE4MzIjNTEjJDEjJDIjJDgz,"경기도 성남시 분당구 황새울로 332, 6층 일부호 (서현동, 분당문화센터)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQxIyQxIyQwMyQzNjEyMjIjODEjJDEjJDYjJDgz,"경기도 성남시 분당구 내정로17번길 2, 4012호 (정자동, 한솔프라자)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ5MiQyNjE0ODEjNjEjJDEjJDQjJDgz,"경기도 성남시 수정구 수정로 81, 2층 202호 (태평동, 동인트루빌)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQwMyQ0NjE0ODEjODEjJDEjJDIjJDgz,"경기도 성남시 수정구 수정로 130, 창도빌딩 3층 (수진동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ5OSQyNjEyMjIjNjEjJDEjJDgjJDgz,"경기도 성남시 분당구 내정로 167, 302호 (수내동, 양지프라임)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQxIyQ4OSQyNjE4MzIjODEjJDEjJDYjJDgz,"경기도 성남시 수정구 수정로 144, 2층 (수진동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ3OSQzNjEyMjIjNzEjJDEjJDgjJDgz,"경기도 성남시 수정구 수정로 341, 산성역포레스티아아파트 2층 204,205,206호 (신흥동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ5MiQyNjE4MzIjNTEjJDEjJDYjJDgz,"경기도 성남시 수정구 수정로 116, 3층 (수진동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ3OSQzNjE4MzIjODEjJDEjJDIjJDgz,"경기도 성남시 수정구 수정로 174, 4층 (신흥동, 효산빌딩)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzExIyQxIyQ3IyQ5MiQyNjE4MzIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 정자일로 248, 503호 (정자동, 파크뷰)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQyIyQzIyQwMCQzNjEwMDIjNTEjJDEjJDYjJDgz,"경기도 성남시 수정구 위례동로 141, 우성메디피아동 304호 (창곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzQxIyQxIyQ3IyQ3OSQzNjEwMDIjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 성남대로331번길 3-3, 젤존타워III 4층 403호, 404호 (정자동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzQxIyQyIyQ3IyQwMCQyNjE0ODEjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 서현로 184, 214호 (서현동, 엘지분당에클라트)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQyIyQxIyQwMCQzNjE0ODEjNjEjJDEjJDAjJDgz,"경기도 성남시 수정구 수정로 140, 세민빌딩 2층 일부호 (수진동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzQxIyQxIyQ3IyQ5OSQyNjE0ODEjNjEjJDEjJDQjJDgz,"경기도 성남시 중원구 산성대로 496, 4층 (은행동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzExIyQxIyQzIyQ5MiQzNjE0ODEjNzEjJDEjJDgjJDgz,"경기도 성남시 중원구 산성대로 450, 4층 (금광동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzUxIyQxIyQ1IyQ2MiQyNjE0ODEjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 정자일로198번길 15, 402호 (정자동, 제나프라자)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ4MiQyNjEwMDIjNjEjJDEjJDgjJDgz,"경기도 성남시 중원구 산성대로 530, 3층 (은행동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQ5IyQ2MiQyNjEwMDIjODEjJDEjJDYjJDgz,"경기도 성남시 중원구 산성대로 526, (은행동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzUxIyQyIyQxIyQwMCQ0NjEwMDIjNjEjJDEjJDQjJDgz,"경기도 성남시 중원구 산성대로 106, 원진빌딩 4층 (성남동)"
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzUxIyQxIyQxIyQ3OSQzNjEwMDIjNDEjJDEjJDgjJDgz,"경기도 성남시 중원구 산성대로 380, 7층 (금광동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQyIyQzIyQwMCQyNjEyMjIjNTEjJDEjJDIjJDgz,"경기도 성남시 분당구 성남대로 34, 402호 (구미동, 하나프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQ3OSQzNjE0ODEjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 성남대로 912, 409호 (야탑동, BYC빌딩)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQyIyQzIyQwMCQzNjEyMjIjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 돌마로 86, 2동 308,309호 (구미동, 엘레강스프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNjEjJDEjJDgjJDgz,"경기도 성남시 분당구 판교역로 178, 서건타워 402일부호 (삼평동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,"경기도 성남시 중원구 광명로323번길 4, 2층 (금광동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQ2MiQzNjE4MzIjNzEjJDEjJDgjJDgz,"경기도 성남시 중원구 산성대로 492, 2층 (은행동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQ3IyQwMyQzNjEyMjIjODEjJDEjJDIjJDgz,"경기도 성남시 분당구 돌마로 478, 202,203호 (서현동, 효자촌프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ5OSQyNjE0ODEjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 벌말로 10, 201호 (야탑동, 목련마을 아파트 상가)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ5OSQyNjEwMDIjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 성남대로926번길 6, 4층 406호 (야탑동, 대덕프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ5OSQzNjE0ODEjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 성남대로54번길 3, 3층 (구미동, 대한주택공사별관)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ3MiQzNjE0ODEjNjEjJDEjJDgjJDgz,"경기도 성남시 분당구 성남대로 32, 501,502호 (구미동, 보명프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ3MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 장미로 198, 1층 104호 104-1~3호 (야탑동, 아델파크빌)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQ1IyQ5MiQzNjEwMDIjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 돌마로 482, 5층 (서현동, 주영빌딩)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQyIyQ5IyQwMCQyNjEwMDIjNDEjJDEjJDQjJDgz,"경기도 성남시 중원구 산성대로 80, 6층 (성남동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQzIyQ3OSQ0NjEwMDIjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 분당로53번길 22, 4층 (서현동, 블루홀빌딩)"
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzQxIyQxIyQ3IyQwMyQyNjE4MzIjNTEjJDEjJDYjJDgz,"경기도 성남시 분당구 분당로53번길 10, 301호 (서현동, 동호프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 성남대로 34, 502호 (구미동, 하나프라자)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ3OSQyNjE4MzIjODEjJDEjJDYjJDgz,"경기도 성남시 수정구 수정로 210, 2층 (신흥동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjEyMjIjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 돌마로 75, 미금프라자 204호 (금곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ4OSQyNjEwMDIjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 황새울로 321, 비지니스호텔갤러리 6층 601-1호 (서현동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQxIyQ5MiQzNjEwMDIjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 돌마로 86, 엘레강스프라자 607호 (구미동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQyNjEyMjIjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 황새울로258번길 36, 광진프라자 503호 (수내동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ2MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,"경기도 성남시 수정구 위례광장로 322, 아이플렉스 3층 302,307,308,309호 (창곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjEyMjIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 성남대로 170, 한국프라자 203, 202 일부호 (금곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQ4MiQyNjE4MzIjNDEjJDEjJDQjJDgz,"경기도 성남시 중원구 광명로 333, 서광빌딩 2층3층 일부호 (금광동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ1IyQxMyQyNjE4MzIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 운중로 115, 2층 201, 202 호 (운중동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3MiQyNjEyMjIjNDEjJDEjJDgjJDgz,"경기도 성남시 수정구 위례서일로 22, 이너매스우남 709호 (창곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ4MiQyNjEwMDIjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 판교대장로6길 10, 304호, 309~311호 (대장동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 판교대장로6길 10, 501~511호 (대장동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,"경기도 성남시 분당구 분당로53번길 10, 동호플라자 301(일부)호 (서현동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ5OSQyNjEyMjIjNjEjJDEjJDQjJDgz,"경기도 성남시 수정구 위례광장로 320, 아이에스센트럴타워 201호 (창곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ4OSQzNjEwMDIjNTEjJDEjJDIjJDgz,"경기도 성남시 수정구 위례동로 135-6, 이너매스 위례 401호 (창곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 운중로 253, 티에스로드1 2층 201~203호 (판교동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ5MiQzNjE0ODEjODEjJDEjJDIjJDgz,"경기도 성남시 중원구 양현로 409, 어반스퀘어 201,202호 (여수동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQwMyQyNjEyMjIjODEjJDEjJDYjJDgz,"경기도 성남시 수정구 위례동로 153, 에이플타워 706호 (창곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQwMyQzNjE0ODEjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 돌마로 87, 골드프라자 5층 501호 (금곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQwMyQzNjE4MzIjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 백현로101번길 29, C&C 빌딩 2층 일부호 (수내동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQxMyQyNjE0ODEjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 장미로 198, 아델파크빌 1층 104-3일부호, 104-4호 (야탑동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQyIyQzIyQwMCQ0NjEwMDIjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 야탑로 102, 뉴젠빌원룸텔 201~204호, 206~207호 (야탑동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQzIyQ5OSQyNjE4MzIjNTEjJDEjJDYjJDgz,"경기도 성남시 중원구 산성대로372번길 14, 2층 (금광동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ4OSQzNjEwMDIjNjEjJDEjJDQjJDgz,"경기도 성남시 중원구 둔촌대로 272, 지하1층.2~5층 (하대원동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ5OSQ0NjEwMDIjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 판교역로192번길 16, 판교타워 501~502호 (삼평동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQyIyQ3IyQwMCQ0NjEwMDIjNTEjJDEjJDIjJDgz,"경기도 성남시 분당구 분당내곡로 131, 2층 일부호 (백현동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ5OSQ0NjE0ODEjNzEjJDEjJDgjJDgz,"경기도 성남시 수정구 수정로 106, 수진동 SR프라자 8,9층 (수진동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ5MiQzNjEwMDIjODEjJDEjJDYjJDgz,"경기도 성남시 중원구 금상로 53, 2층 2호 (상대원동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 돌마로 68, 분당프라자 503,503-1호 (구미동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQ4MiQzNjE4MzIjODEjJDEjJDIjJDgz,"경기도 성남시 분당구 중앙공원로 35, 올림픽스포츠센터 2층 205호, 208호 (서현동)"
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxMzUxIzMxIyQxIyQ3IyQ3MiQzNjE0ODEjNzEjJDEjJDgjJDgz,"경기도 성남시 분당구 서현로 184, 213호 (서현동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzQxIyQxIyQ3IyQxMyQyNjEyMjIjODEjJDEjJDYjJDgz,"경기도 성남시 분당구 장미로 78, 3층 301호 (야탑동, 시그마3)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ4OSQyNjE4MzIjNjEjJDEjJDQjJDgz,"경기도 성남시 수정구 위례광장로 320, 아이에스센트럴타워 403~405호 (창곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQyIyQxIyQwMCQyNjEwMDIjNTEjJDEjJDYjJDgz,"경기도 성남시 분당구 성남대로331번길 7, 정자스타빌딩 3층 301호 (정자동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz,"경기도 성남시 중원구 금빛로 43, 3층 301호 (금광동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ3MiQzNjE0ODEjNTEjJDEjJDIjJDgz,"경기도 성남시 분당구 야탑로81번길 10, 분당아미고타워 206호 (야탑동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ3MiQ0NjE0ODEjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 수내로 39, 236호 (수내동, 분당지웰푸르지오)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ4MiQyNjE4MzIjNDEjJDEjJDgjJDgz,"경기도 성남시 수정구 위례광장로 9-9, 남위례역 푸르지오 시티 206,207호 (창곡동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ4MiQzNjEwMDIjODEjJDEjJDIjJDgz,"경기도 성남시 분당구 대왕판교로606번길 41, 프라임스퀘어 602~603호 (삼평동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ5MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,"경기도 성남시 분당구 서현로 192, 야베스밸리 2층 201~203호 (서현동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQwMyQyNjE4MzIjNjEjJDEjJDgjJDgz,"경기도 성남시 분당구 정자일로 248, 2층 204~209호 (정자동, 파크뷰)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQwMyQzNjE4MzIjODEjJDEjJDYjJDgz,"경기도 성남시 수정구 산성대로 241, 비와이씨 2층 202호 (신흥동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQxMyQzNjE4MzIjNjEjJDEjJDgjJDgz,"경기도 성남시 중원구 광명로 176, 202,203,204호 (중앙동, 신흥역하늘채랜더스원아파트)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ3OSQzNjEyMjIjODEjJDEjJDYjJDgz,"경기도 성남시 분당구 정자일로 197, 202,203호 (정자동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ3OSQ0NjE0ODEjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 분당로53번길 22, 블루홀플라자 2층 (서현동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ4OSQyNjE4MzIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 대왕판교로606번길 58, 판교푸르지오월드마크 2-44호, 2-45호 (삼평동)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ4OSQzNjE4MzIjNjEjJDEjJDAjJDgz,"경기도 성남시 수정구 위례광장로 310, B동 402호 (창곡동, 우성트램타워)"
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzExIyQxIyQ3IyQ3OSQzNjEyMjIjNDEjJDEjJDgjJDgz,"경기도 성남시 분당구 황새울로 332, 5층일부(서현동, 분당문화센터)"
JDU4MTI3MSM1MSMkMSMkMCMkNzIkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,"경기도 성남시 분당구 백현로 105, 201호 (수내동, 로양팰리스하우스빌)"
