암호화요양기호,검색코드명
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzMxIyQxIyQ3IyQ3OSQyNjEyMjIjNTEjJDEjJDYjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz,비대면진료 시범사업 휴일·야간 진료기관(의료기관)
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzQxIyQxIyQ3IyQ5OSQyNjE4MzIjODEjJDEjJDIjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzQxIyQxIyQ3IyQ4MiQyNjEyMjIjNjEjJDEjJDAjJDgz,일차의료 만성질환관리 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQxMyQyNjE4MzIjNzEjJDEjJDgjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQwMyQyNjE0ODEjODEjJDEjJDIjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE4MzIjNjEjJDEjJDAjJDgz,비대면진료 시범사업 휴일·야간 진료기관(의료기관)
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ5MiQyNjEyMjIjNjEjJDEjJDgjJDgz,비대면진료 시범사업 휴일·야간 진료기관(의료기관)
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQxIyQ5MiQyNjEyMjIjNjEjJDEjJDgjJDgz,일차의료 만성질환관리 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQyIyQ3IyQwMCQzNjEwMDIjNTEjJDEjJDYjJDgz,일차의료 만성질환관리 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ3MiQyNjE4MzIjNDEjJDEjJDgjJDgz,수면다원검사 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ3OSQzNjEwMDIjODEjJDEjJDYjJDgz,일차의료 만성질환관리 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQ3IyQ5MiQzNjE0ODEjNTEjJDEjJDYjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ3MiQzNjE4MzIjODEjJDEjJDYjJDgz,아동 일차의료 심층상담 시범사업
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQ4MiQyNjE4MzIjNTEjJDEjJDYjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ4OSQzNjE4MzIjNTEjJDEjJDIjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ4MiQzNjEyMjIjNDEjJDEjJDgjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,비대면진료 시범사업 휴일·야간 진료기관(의료기관)
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQxMyQzNjE4MzIjNjEjJDEjJDgjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQyIyQxIyQwMCQzNjEwMDIjNTEjJDEjJDYjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ4MiQyNjEyMjIjNTEjJDEjJDYjJDgz,비대면진료 시범사업 휴일·야간 진료기관(의료기관)
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzMxIyQxIyQ3IyQ3MiQ0NjE0ODEjODEjJDEjJDIjJDgz,HPV 예방접종사업 참여기관
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjEwMDIjNTEjJDEjJDYjJDgz,가정간호 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjEwMDIjNTEjJDEjJDYjJDgz,상급종합병원 심층진찰 시범기관
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQwMyQyNjEwMDIjNTEjJDEjJDYjJDgz,자문형 호스피스 전문기관
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQyIyQ3IyQwMCQzNjEyMjIjNjEjJDEjJDAjJDgz,입원형 호스피스 전문기관
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz,구순구개열 등 치과교정 및 악정형 치료 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQyNjEwMDIjNDEjJDEjJDgjJDgz,조혈모세포이식 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkODkkMzgxMzUxIzExIyQxIyQzIyQ3MiQzNjE4MzIjNDEjJDEjJDgjJDgz,수면다원검사 실시기관
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQxIyQ5OSQzNjE4MzIjNDEjJDEjJDQjJDgz,HPV 예방접종사업 참여기관
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzExIyQxIyQ3IyQwMyQ0NjE0ODEjNTEjJDEjJDIjJDgz,장애인 건강주치의 시범기관
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQxIyQwMyQyNjEwMDIjNDEjJDEjJDQjJDgz,비대면진료 시범사업 휴일·야간 진료기관(의료기관)
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkMzgxNzAyIzUxIyQxIyQ1IyQ3MiQyNjEwMDIjNjEjJDEjJDAjJDgz,일차의료 만성질환관리 실시기관
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNDEjJDEjJDQjJDgz,일차의료 방문진료 수가 시범기관
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNDEjJDEjJDQjJDgz,일차의료 방문진료 수가 시범기관
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQwMyQ0NjEwMDIjNDEjJDEjJDQjJDgz,비대면진료 시범사업 휴일·야간 진료기관(의료기관)
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,일차의료 방문진료 수가 시범기관
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQ3IyQ3MiQzNjEwMDIjNDEjJDEjJDgjJDgz,일차의료 방문진료 수가 시범기관
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQyIyQ1IyQwMCQzNjE4MzIjNjEjJDEjJDAjJDgz,HPV 예방접종사업 참여기관
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQxMyQyNjEwMDIjODEjJDEjJDYjJDgz,일차의료 만성질환관리 실시기관
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQxMyQzNjE4MzIjODEjJDEjJDIjJDgz,비대면진료 시범사업 휴일·야간 진료기관(의료기관)
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQ1IyQxMyQzNjE4MzIjODEjJDEjJDIjJDgz,일차의료 만성질환관리 실시기관
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ4MiQ0NjE0ODEjODEjJDEjJDIjJDgz,일차의료 만성질환관리 실시기관
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ4OSQ0NjEwMDIjNTEjJDEjJDIjJDgz,HPV 예방접종사업 참여기관
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ4MiQzNjEwMDIjNjEjJDEjJDgjJDgz,HPV 예방접종사업 참여기관
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ2MiQyNjEwMDIjNjEjJDEjJDQjJDgz,비대면진료 시범사업 휴일·야간 진료기관(의료기관)
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ3OSQzNjEyMjIjNDEjJDEjJDQjJDgz,HPV 예방접종사업 참여기관
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNDgxMTkxIzQxIyQxIyQ3IyQ3OSQ0NjE0ODEjODEjJDEjJDYjJDgz,HPV 예방접종사업 참여기관
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQxIyQ3MiQyNjEyMjIjNDEjJDEjJDgjJDgz,HPV 예방접종사업 참여기관
JDQ4MTYyMiM1MSMkMiMkMCMkMDAkNTgxOTYxIzQxIyQyIyQ3IyQwMCQ0NjE0ODEjNzEjJDEjJDgjJDgz,HPV 예방접종사업 참여기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxOTYxIzMxIyQxIyQzIyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxMTkxIzIxIyQxIyQxIyQ5OSQzNjEyMjIjNTEjJDEjJDIjJDgz,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkMzgxNzAyIzIxIyQxIyQ5IyQ4MiQ0NjE0ODEjNjEjJDEjJDgjJDgz,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzIxIyQxIyQxIyQwMyQzNjE4MzIjNjEjJDEjJDQjJDgz,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzIxIyQxIyQ1IyQxMyQyNjE0ODEjNDEjJDEjJDgjJDgz,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMzUxIzMxIyQxIyQzIyQ4MiQzNjE4MzIjNDEjJDEjJDQjJDgz,측두하악 관절자극요법 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMzUxIzIxIyQyIyQ5IyQwMCQzNjE4MzIjNTEjJDEjJDYjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ5OSQyNjE0ODEjNDEjJDEjJDgjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQ5OSQzNjE0ODEjNDEjJDEjJDQjJDgz,비대면진료 시범사업 휴일·야간 진료기관(의료기관)
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzMxIyQxIyQ3IyQxMyQ0NjEwMDIjNDEjJDEjJDgjJDgz,일차의료 만성질환관리 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQwMyQzNjEwMDIjNjEjJDEjJDAjJDgz,보훈위탁진료 요양기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzUxIyQxIyQxIyQwMyQzNjEwMDIjNjEjJDEjJDAjJDgz,수면다원검사 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ5MiQ0NjEwMDIjNjEjJDEjJDAjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQwMyQ0NjE0ODEjNTEjJDEjJDYjJDgz,비대면진료 시범사업 휴일·야간 진료기관(의료기관)
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE4MzIjNjEjJDEjJDAjJDgz,아동 일차의료 심층상담 시범사업
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ3MiQyNjEwMDIjNTEjJDEjJDYjJDgz,비대면진료 시범사업 휴일·야간 진료기관(의료기관)
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzUxIyQxIyQxIyQ4MiQyNjE4MzIjNDEjJDEjJDQjJDgz,수면다원검사 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ5IyQ4MiQ0NjEwMDIjODEjJDEjJDYjJDgz,아동 일차의료 심층상담 시범사업
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ4MiQyNjEwMDIjNjEjJDEjJDgjJDgz,아동 일차의료 심층상담 시범사업
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ5MiQzNjEwMDIjNjEjJDEjJDgjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQyIyQ3IyQwMCQzNjEyMjIjNDEjJDEjJDgjJDgz,아동 일차의료 심층상담 시범사업
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQxMyQyNjEwMDIjNjEjJDEjJDAjJDgz,HPV 예방접종사업 참여기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxNzAyIzIxIyQxIyQ5IyQ5MiQyNjEwMDIjODEjJDEjJDIjJDgz,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzExIyQxIyQzIyQxMyQyNjE0ODEjNjEjJDEjJDAjJDgz,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQ1IyQ5MiQyNjE4MzIjNTEjJDEjJDYjJDgz,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzIxIyQxIyQ5IyQ3OSQ0NjEwMDIjODEjJDEjJDIjJDgz,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzMxIyQxIyQzIyQ5OSQyNjE0ODEjNjEjJDEjJDQjJDgz,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxMzUxIzUxIyQxIyQ1IyQxMyQyNjEwMDIjNDEjJDEjJDQjJDgz,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNTgxOTYxIzIxIyQxIyQxIyQ2MiQyNjEwMDIjNjEjJDEjJDAjJDgz,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQyIyQzIyQwMCQ0NjE0ODEjNDEjJDEjJDgjJDgz,노숙인 진료기관
JDQ4MTYyMiM1MSMkMSMkMCMkOTIkMzgxMzUxIzExIyQxIyQzIyQ2MiQ0NjE0ODEjODEjJDEjJDYjJDgz,노숙인 진료기관
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxMTkxIzExIyQxIyQ3IyQ3MiQyNjE4MzIjNDEjJDEjJDgjJDgz,의ㆍ한협진 4단계 시범기관
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQ5MiQzNjEyMjIjNjEjJDEjJDQjJDgz,일차의료 한의 방문진료 수가 시범기관
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkMzgxNzAyIzIxIyQxIyQ5IyQ5MiQzNjEyMjIjNjEjJDEjJDQjJDgz,일차의료 한의 방문진료 수가 시범기관
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzIxIyQxIyQxIyQwMyQzNjE4MzIjNjEjJDEjJDAjJDgz,일차의료 한의 방문진료 수가 시범기관
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxMTkxIzIxIyQxIyQxIyQwMyQzNjE4MzIjNjEjJDEjJDAjJDgz,일차의료 한의 방문진료 수가 시범기관
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxNzAyIzExIyQyIyQzIyQwMCQzNjE4MzIjNDEjJDEjJDgjJDgz,일차의료 한의 방문진료 수가 시범기관
JDQ4MTYyMiM1MSMkMSMkMCMkMTMkNDgxNzAyIzExIyQyIyQzIyQwMCQzNjE4MzIjNDEjJDEjJDgjJDgz,일차의료 한의 방문진료 수가 시범기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxOTYxIzUxIyQxIyQxIyQ5OSQzNjEwMDIjODEjJDEjJDYjJDgz,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQxIyQ5OSQyNjE0ODEjNjEjJDEjJDQjJDgz,측두하악 관절자극요법 실시기관
JDQ4MTYyMiM1MSMkMSMkMCMkNzIkNDgxMTkxIzIxIyQxIyQ5IyQwMyQyNjE0ODEjNDEjJDEjJDgjJDgz,측두하악 관절자극요법 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzIxIyQxIyQ5IyQ5OSQyNjE4MzIjNDEjJDEjJDgjJDgz,일차의료 만성질환관리 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQxMyQzNjEyMjIjODEjJDEjJDYjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzExIyQxIyQzIyQ5MiQzNjEyMjIjNTEjJDEjJDIjJDgz,아동 일차의료 심층상담 시범사업
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzIxIyQxIyQ5IyQ3MiQ0NjE0ODEjNDEjJDEjJDQjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQxIyQ5OSQzNjE0ODEjNDEjJDEjJDgjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxMzUxIzUxIyQxIyQ1IyQ3OSQzNjE0ODEjNTEjJDEjJDIjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzExIyQxIyQ3IyQ4OSQyNjE0ODEjNDEjJDEjJDgjJDgz,보훈위탁진료 요양기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQyIyQxIyQwMCQ0NjEwMDIjNjEjJDEjJDgjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNTgxOTYxIzIxIyQxIyQ5IyQ4OSQ0NjEwMDIjNjEjJDEjJDAjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMSMkMCMkNzIkMzgxMzUxIzExIyQxIyQzIyQ4MiQ0NjEwMDIjNjEjJDEjJDQjJDgz,측두하악 관절자극요법 실시기관
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzExIyQxIyQ3IyQ5MiQyNjEyMjIjNDEjJDEjJDgjJDgz,일차의료 한의 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzExIyQxIyQ3IyQ5MiQyNjEyMjIjNDEjJDEjJDgjJDgz,일차의료 한의 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ4OSQzNjE4MzIjNjEjJDEjJDAjJDgz,일차의료 한의 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzMxIyQxIyQzIyQ4OSQzNjE4MzIjNjEjJDEjJDAjJDgz,일차의료 한의 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQ4MiQyNjEyMjIjNTEjJDEjJDIjJDgz,일차의료 한의 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxMzUxIzQxIyQxIyQ3IyQ4MiQyNjEyMjIjNTEjJDEjJDIjJDgz,일차의료 한의 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ1IyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz,일차의료 한의 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ1IyQ3MiQzNjE0ODEjNDEjJDEjJDgjJDgz,일차의료 한의 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ5IyQ4OSQyNjEyMjIjNTEjJDEjJDIjJDgz,일차의료 한의 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMSMkMCMkMTMkNDgxOTYxIzIxIyQxIyQ5IyQ4OSQyNjEyMjIjNTEjJDEjJDIjJDgz,일차의료 한의 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzExIyQxIyQ3IyQ3MiQ0NjEwMDIjODEjJDEjJDIjJDgz,일차의료 만성질환관리 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzMxIyQxIyQzIyQ3OSQyNjE0ODEjNTEjJDEjJDYjJDgz,소아 야간·휴일 진료기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzMxIyQxIyQ3IyQxMyQzNjEwMDIjNDEjJDEjJDgjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxNzAyIzUxIyQxIyQ1IyQ4OSQzNjE0ODEjNjEjJDEjJDAjJDgz,일차의료 만성질환관리 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzExIyQxIyQzIyQxMyQzNjE0ODEjNTEjJDEjJDIjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxOTYxIzIxIyQxIyQxIyQ5OSQyNjE0ODEjNDEjJDEjJDgjJDgz,일차의료 만성질환관리 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzIxIyQxIyQ5IyQ2MiQyNjE4MzIjODEjJDEjJDYjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQwMyQzNjE4MzIjNzEjJDEjJDgjJDgz,일차의료 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzMxIyQxIyQzIyQwMyQzNjE4MzIjNzEjJDEjJDgjJDgz,일차의료 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxMTkxIzUxIyQxIyQ1IyQ5MiQzNjEyMjIjNzEjJDEjJDgjJDgz,일차의료 만성질환관리 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzIxIyQxIyQ5IyQwMyQ0NjEwMDIjNTEjJDEjJDIjJDgz,일차의료 만성질환관리 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkMzgxNzAyIzQxIyQxIyQ3IyQ4MiQ0NjEwMDIjNzEjJDEjJDgjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzExIyQxIyQzIyQ5OSQzNjEwMDIjNjEjJDEjJDgjJDgz,아동 일차의료 심층상담 시범사업
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzIxIyQxIyQxIyQ3MiQyNjE4MzIjNjEjJDEjJDAjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMzUxIzMxIyQxIyQ3IyQ5OSQzNjEwMDIjNjEjJDEjJDAjJDgz,아동 일차의료 심층상담 시범사업
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzIxIyQxIyQ1IyQwMyQzNjEwMDIjNjEjJDEjJDAjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQyIyQ3IyQwMCQzNjEyMjIjNjEjJDEjJDQjJDgz,수면다원검사 실시기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ2MiQzNjE0ODEjNjEjJDEjJDgjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzMxIyQxIyQ3IyQ5MiQzNjE4MzIjNTEjJDEjJDIjJDgz,비대면진료 시범사업 휴일·야간 진료기관(의료기관)
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQxIyQ3IyQ4OSQyNjEwMDIjNjEjJDEjJDgjJDgz,비대면진료 시범사업 휴일·야간 진료기관(의료기관)
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzQxIyQyIyQ3IyQwMCQzNjEwMDIjNTEjJDEjJDYjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ3OSQzNjEyMjIjNjEjJDEjJDgjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQxIyQ4MiQyNjEyMjIjNzEjJDEjJDgjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxOTYxIzUxIyQxIyQ1IyQ3OSQyNjE4MzIjODEjJDEjJDIjJDgz,HPV 예방접종사업 참여기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ3OSQyNjEwMDIjODEjJDEjJDYjJDgz,일차의료 방문진료 수가 시범기관
JDU4MTI3MSM1MSMkMiMkMCMkMDAkNDgxMTkxIzIxIyQxIyQ1IyQ3OSQyNjEwMDIjODEjJDEjJDYjJDgz,일차의료 방문진료 수가 시범기관
